fantasyPlayerId,name,team,position,matchId,rating,minutesPlayed,goals,assists,yellowCard,redCard,cleanSheet,goalsConceded,penaltyWon,penaltyScored,penaltyMissed,penaltyCommitted,penaltySaved,longBalls,totalClearances,blockedShots,interceptions,wonTackles,duelsWon,duelsTotal,wasFouled,passesCompleted,passesTotal,keyPass,dispossessed,offsides,dribblesWon,dribblesTotal,savedShotsInside,savedShotsOutside,runsOut,punches
88416,Shogo Taniguchi,Japan,D,15186972,6.5,51,0,0,1,0,0,1,0,0,0,0,0,2,6,0,0,0,1,3,0,29,31,0,0,0,0,0,0,0,0,0
88799,Ronwen Williams,South Africa,G,15186744,7.9,90,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,1,1,0,17,38,0,0,0,0,0,2,0,1,0
88140,Andrés Cubas,Paraguay,M,15186891,7.3,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,6,9,1,36,43,1,0,0,1,2,0,0,0,0
88336,Zizo,Egypt,M,15186828,6.9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,11,13,1,0,0,0,0,0,0,0,0
88307,Saman Ghoddos,Iran,M,15186828,6.4,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,7,0,13,18,0,1,0,1,2,0,0,0,0
88187,Ollie Watkins,England,F,15186676,6.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
88750,Gregor Kobel,Switzerland,G,15186821,8.9,90,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,2,1,40,46,0,0,0,0,0,6,0,0,0
89097,Davinson Sánchez,Colombia,D,15186696,7.5,90,0,0,0,0,1,0,0,0,0,0,0,4,6,2,1,0,3,5,0,55,65,1,1,1,0,0,0,0,0,0
88102,Aziz Behich,Australia,D,15186891,6.7,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,10,2,16,27,0,1,0,1,3,0,0,0,0
88903,Philipp Lienhart,Austria,D,15186747,5.9,90,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,1,0,48,52,0,0,0,0,0,0,0,0,0
